sous_zone;point_strategique_kind;point_strategique_nom;rue
9;Quartier;Murdock;Rue des Augustines
9;Quartier;Murdock;Rue des Champs-Élysées
9;Quartier;Murdock;Rue des Franciscaines
9;Quartier;Murdock;Rue des Hospitalières
9;Quartier;Murdock;Rue des Étudiants
9;Quartier;Murdock;Rue du Carrousel
9;Quartier;Murdock;Rue du Cénacle
9;Quartier;Murdock;Rue du Nouy
9;Quartier;Murdock;Rue du Père-Champagnat
9;Quartier;Murdock;Rue du Père-Lacasse
9;Quartier;Murdock;Rue le May
9;Quartier;Murdock;Sentier Val-Lombrette
9;Quartier;Murdock;Sentier des Moulins Est
9;Quartier;Murdock;Voie réservée Cégep de Chicoutimi
9;Quartier;Murdock;Voie réservée UQAC
